10.0    	0.000001    	0.923272022292	0.920640465793	0.936730608578	0.726459958151	1.0028
10.0    	0.00001    	0.898082842868	0.894628820961	0.904039846792	0.781053832985	1.0038
10.0    	0.0001    	0.899430898264	0.894148471616	0.902290244787	0.795891192695	1.0059
10.0    	0.001    	0.938163170293	0.933784570597	0.944722033952	0.801788092068	1.0046
10.0    	0.01    	0.947710737887	0.939403202329	0.949025109153	0.823283241392	1.0088
100.0    	0.000001    	0.897978611781	0.894541484716	0.90394527371	0.781053832985	1.0038
100.0    	0.00001    	0.893719034681	0.889315866084	0.896978390051	0.796842305497	1.0049
100.0    	0.0001    	0.919707319107	0.91576419214	0.925318790095	0.800456534145	1.0043
100.0    	0.001    	0.942082259174	0.937409024745	0.947527702032	0.815293893856	1.0049
100.0    	0.01    	0.954041039253	0.941615720524	0.951531295809	0.82195168347	1.0131
1000.0    	0.000001    	0.893010263288	0.889112081514	0.896741957348	0.797032528058	1.0043
1000.0    	0.00001    	0.899305820959	0.894337700146	0.901880428101	0.803309872551	1.0055
1000.0    	0.0001    	0.936599703984	0.933056768559	0.943776303138	0.803690317672	1.0037
1000.0    	0.001    	0.943478955743	0.938034934498	0.947039074445	0.829370363325	1.0058
1000.0    	0.01    	0.962539347235	0.941441048035	0.952335167	0.809967662165	1.0224
